cupsid,valuation,shares,filedFor,cik,ticker
61536910,"386,589","12,695,850",2011-09-30,1059556,DUT
61536910,"478,656","15,719,400",2011-09-30,1059556,DUT
74271810,"2,356,048","37,291,036",2011-09-30,80424,PG
74271810,"1,281,290","20,280,000",2011-09-30,80424,PG
74271810,"394,243","6,240,000",2011-09-30,80424,PG
74271810,"394,243","6,240,000",2011-09-30,80424,PG
74271810,"49,280","780,000",2011-09-30,80424,PG
74271810,"98,561","1,560,000",2011-09-30,80424,PG
74271810,"276,412","4,375,000",2011-09-30,80424,PG
80105N10,"16,023","488,500",2011-09-30,1121404,SNY
80105N10,"94,993","2,896,133",2011-09-30,1121404,SNY
80105N10,"5,553","169,300",2011-09-30,1121404,SNY
80105N10,"16,720","509,742",2011-09-30,1121404,SNY
89102710,"4,055","116,326",2011-09-30,320335,GL
89102710,"23,516","674,592",2011-09-30,320335,GL
89102710,"86,639","2,485,350",2011-09-30,320335,GL
89102710,"33,450","959,550",2011-09-30,320335,GL
90297330,"548,654","23,307,300",2011-09-30,36104,USB
90297330,"488,898","20,768,826",2011-09-30,36104,USB
90297330,"196,912","8,365,000",2011-09-30,36104,USB
90297330,"51,176","2,174,000",2011-09-30,36104,USB
90297330,"41,077","1,745,000",2011-09-30,36104,USB
90297330,"298,471","12,679,300",2011-09-30,36104,USB
90329340,"114,896","17,072,192",2011-09-30,757011,
91131210,"90,254","1,429,200",2011-09-30,809697,UPS
92345Y10,"146,112","4,202,250",2011-09-30,1442145,VRSK
92826C83,"196,445","2,291,708",2011-09-30,1403161,V
93114210,"1,758,950","33,891,142",2011-09-30,104169,WMT
93114210,"217,980","4,200,000",2011-09-30,104169,WMT
93114210,"49,097","946,000",2011-09-30,104169,WMT
93964010,"292,411","894,304",2011-09-30,104889,
93964010,"48,493","148,311",2011-09-30,104889,
93964010,"211,931","648,165",2011-09-30,104889,
93964010,"12,093","36,985",2011-09-30,104889,
94974610,"1,496,704","62,052,396",2011-09-30,105598,WFC
94974610,"33,768","1,400,000",2011-09-30,105598,WFC
94974610,"1,123,046","46,560,770",2011-09-30,105598,WFC
94974610,"67,247","2,788,000",2011-09-30,105598,WFC
94974610,"24,120","1,000,000",2011-09-30,105598,WFC
94974610,"4,086,721","169,432,865",2011-09-30,105598,WFC
94974610,"38,826","1,609,720",2011-09-30,105598,WFC
94974610,"41,004","1,700,000",2011-09-30,105598,WFC
94974610,"19,778","820,000",2011-09-30,105598,WFC
94974610,"801,826","33,243,200",2011-09-30,105598,WFC
94974610,"385,920","16,000,000",2011-09-30,105598,WFC
94974610,"192,960","8,000,000",2011-09-30,105598,WFC
94974610,"65,124","2,700,000",2011-09-30,105598,WFC
94974610,"48,240","2,000,000",2011-09-30,105598,WFC
94974610,"126,630","5,250,000",2011-09-30,105598,WFC
94974610,"164,326","6,812,857",2011-09-30,105598,WFC
45920010,"$4,263,831","24,854,744",2011-06-30,851397,IBM
45920010,"$736,713","4,517,774",2011-03-31,851397,IBM
02581610,"890,553","17,225,400",2011-06-30,922812,AXP
02581610,"413,323","7,994,634",2011-06-30,922812,AXP
02581610,"6,217,229","120,255,879",2011-06-30,922812,AXP
02581610,"100,458","1,943,100",2011-06-30,922812,AXP
02581610,"72,365","1,399,713",2011-06-30,922812,AXP
02581610,"43,419","839,832",2011-06-30,922812,AXP
02581610,"100,926","1,952,142",2011-06-30,922812,AXP
06405810,"45,960","1,793,915",2011-06-30,1390777,BK
19121610,"26,916","400,000",2011-06-30,21344,KO
19121610,"119,507","1,776,000",2011-06-30,21344,KO
19121610,"484,865","7,205,600",2011-06-30,21344,KO
19121610,"2,701,128","40,141,600",2011-06-30,21344,KO
19121610,"9,416,939","139,945,600",2011-06-30,21344,KO
19121610,"614,977","9,139,200",2011-06-30,21344,KO
19121610,"32,299","480,000",2011-06-30,21344,KO
19121610,"61,368","912,000",2011-06-30,21344,KO
20033410,"7,589","1,218,199",2011-06-30,1179484,
20033410,"1,887","302,963",2011-06-30,1179484,
20033410,107,"17,215",2011-06-30,1179484,
20825C10,"1,587,234","21,109,637",2011-06-30,78214,COP
20825C10,"150,380","2,000,000",2011-06-30,78214,COP
20825C10,"450,538","5,992,000",2011-06-30,78214,COP
22160K10,"352,042","4,333,363",2011-06-30,1393231,COST
25667710,"50,760","1,497,800",2011-06-30,29534,DG
30231G10,"34,326","421,800",2011-06-30,34088,XOM
36473010,"24,920","1,740,231",2011-06-30,39899,
36960410,"146,691","7,777,900",2011-06-30,40545,GE
37733W10,"64,800","1,510,500",2011-06-30,,
G4776G10,"28,881","636,600",2011-06-30,50485,
47816010,"287,533","4,322,500",2011-06-30,200406,JNJ
47816010,"131,353","1,974,648",2011-06-30,200406,JNJ
47816010,"997,216","14,991,217",2011-06-30,200406,JNJ
47816010,"927,079","13,936,841",2011-06-30,200406,JNJ
47816010,"9,603","144,357",2011-06-30,200406,JNJ
47816010,"141,821","2,132,000",2011-06-30,200406,JNJ
47816010,"38,249","575,000",2011-06-30,200406,JNJ
47816010,"302,533","4,548,000",2011-06-30,200406,JNJ
50075N10,"1,825,104","51,805,384",2011-06-30,1103982,
50075N10,"1,035,848","29,402,440",2011-06-30,1103982,
50075N10,"352,300","10,000,000",2011-06-30,1103982,
50075N10,"9,153","259,800",2011-06-30,1103982,
50075N10,"281,840","8,000,000",2011-06-30,1103982,
55261F10,"409,234","4,653,026",2011-06-30,36270,MTB
55261F10,"48,021","546,000",2011-06-30,36270,MTB
55261F10,"14,494","164,795",2011-06-30,36270,MTB
57636Q10,"122,043","405,000",2011-06-30,1141391,MA
61536910,"486,886","12,695,850",2011-06-30,1059556,DUT
61536910,"602,839","15,719,400",2011-06-30,1059556,DUT
74271810,"2,370,591","37,291,036",2011-06-30,80424,PG
74271810,"1,289,200","20,280,000",2011-06-30,80424,PG
74271810,"396,677","6,240,000",2011-06-30,80424,PG
74271810,"396,677","6,240,000",2011-06-30,80424,PG
74271810,"49,585","780,000",2011-06-30,80424,PG
74271810,"99,169","1,560,000",2011-06-30,80424,PG
74271810,"278,119","4,375,000",2011-06-30,80424,PG
80105N10,"19,623","488,500",2011-06-30,1121404,SNY
80105N10,"116,338","2,896,133",2011-06-30,1121404,SNY
80105N10,"6,801","169,300",2011-06-30,1121404,SNY
80105N10,"20,476","509,742",2011-06-30,1121404,SNY
89102710,"4,974","77,551",2011-06-30,320335,GL
89102710,"28,846","449,728",2011-06-30,320335,GL
89102710,"106,274","1,656,900",2011-06-30,320335,GL
89102710,"41,030","639,700",2011-06-30,320335,GL
90297330,"594,569","23,307,300",2011-06-30,36104,USB
90297330,"529,813","20,768,826",2011-06-30,36104,USB
90297330,"213,391","8,365,000",2011-06-30,36104,USB
90297330,"255,100","10,000,000",2011-06-30,36104,USB
90297330,"55,459","2,174,000",2011-06-30,36104,USB
90297330,"44,515","1,745,000",2011-06-30,36104,USB
90297330,"68,349","2,679,300",2011-06-30,36104,USB
90329340,"244,815","17,072,192",2011-06-30,757011,
91131210,"104,232","1,429,200",2011-06-30,809697,UPS
92345Y10,"72,741","2,101,125",2011-06-30,1442145,VRSK
93114210,"1,800,975","33,891,142",2011-06-30,104169,WMT
93114210,"223,188","4,200,000",2011-06-30,104169,WMT
93114210,"50,270","946,000",2011-06-30,104169,WMT
93964010,"374,669","894,304",2011-06-30,104889,
93964010,"62,135","148,311",2011-06-30,104889,
93964010,"271,549","648,165",2011-06-30,104889,
93964010,"15,495","36,985",2011-06-30,104889,
94974610,"1,741,190","62,052,396",2011-06-30,105598,WFC
94974610,"354,768","12,643,200",2011-06-30,105598,WFC
94974610,"1,306,495","46,560,770",2011-06-30,105598,WFC
94974610,"78,231","2,788,000",2011-06-30,105598,WFC
94974610,"28,060","1,000,000",2011-06-30,105598,WFC
94974610,"4,500,562","160,390,665",2011-06-30,105598,WFC
94974610,"45,169","1,609,720",2011-06-30,105598,WFC
94974610,"47,702","1,700,000",2011-06-30,105598,WFC
94974610,"23,009","820,000",2011-06-30,105598,WFC
94974610,"617,320","22,000,000",2011-06-30,105598,WFC
94974610,"448,960","16,000,000",2011-06-30,105598,WFC
94974610,"224,480","8,000,000",2011-06-30,105598,WFC
94974610,"75,762","2,700,000",2011-06-30,105598,WFC
94974610,"56,120","2,000,000",2011-06-30,105598,WFC
94974610,"147,315","5,250,000",2011-06-30,105598,WFC
94974610,"191,169","6,812,857",2011-06-30,105598,WFC
02581610,"778,588","17,225,400",2011-03-31,922812,AXP
02581610,"361,357","7,994,634",2011-03-31,922812,AXP
02581610,"5,435,566","120,255,879",2011-03-31,922812,AXP
02581610,"87,828","1,943,100",2011-03-31,922812,AXP
02581610,"63,267","1,399,713",2011-03-31,922812,AXP
02581610,"37,960","839,832",2011-03-31,922812,AXP
02581610,"88,237","1,952,142",2011-03-31,922812,AXP
06405810,"53,584","1,793,915",2011-03-31,1390777,BK
19121610,"26,536","400,000",2011-03-31,21344,KO
19121610,"117,820","1,776,000",2011-03-31,21344,KO
19121610,"478,020","7,205,600",2011-03-31,21344,KO
19121610,"2,662,994","40,141,600",2011-03-31,21344,KO
19121610,"9,283,991","139,945,600",2011-03-31,21344,KO
19121610,"606,295","9,139,200",2011-03-31,21344,KO
19121610,"31,843","480,000",2011-03-31,21344,KO
19121610,"60,502","912,000",2011-03-31,21344,KO
20033410,"11,268","1,218,199",2011-03-31,1179484,
20033410,"2,802","302,963",2011-03-31,1179484,
20033410,159,"17,215",2011-03-31,1179484,
20825C10,"1,685,816","21,109,637",2011-03-31,78214,COP
20825C10,"159,720","2,000,000",2011-03-31,78214,COP
20825C10,"478,521","5,992,000",2011-03-31,78214,COP
22160K10,"317,722","4,333,363",2011-03-31,1393231,COST
30231G10,"35,486","421,800",2011-03-31,34088,XOM
36473010,"26,504","1,740,231",2011-03-31,39899,
36960410,"155,947","7,777,900",2011-03-31,40545,GE
37733W10,"58,018","1,510,500",2011-03-31,,
G4776G10,"30,725","636,600",2011-03-31,50485,
47816010,"256,108","4,322,500",2011-03-31,200406,JNJ
47816010,"116,998","1,974,648",2011-03-31,200406,JNJ
47816010,"888,230","14,991,217",2011-03-31,200406,JNJ
47816010,"825,758","13,936,841",2011-03-31,200406,JNJ
47816010,"8,553","144,357",2011-03-31,200406,JNJ
47816010,"126,321","2,132,000",2011-03-31,200406,JNJ
47816010,"34,069","575,000",2011-03-31,200406,JNJ
47816010,"269,469","4,548,000",2011-03-31,200406,JNJ
50075N10,"1,761,318","56,164,484",2011-03-31,1103982,
50075N10,"965,584","30,790,300",2011-03-31,1103982,
50075N10,"313,600","10,000,000",2011-03-31,1103982,
50075N10,"8,147","259,800",2011-03-31,1103982,
50075N10,"250,880","8,000,000",2011-03-31,1103982,
55261F10,"411,653","4,653,026",2011-03-31,36270,MTB
55261F10,"48,305","546,000",2011-03-31,36270,MTB
55261F10,"14,579","164,795",2011-03-31,36270,MTB
57636Q10,"54,372","216,000",2011-03-31,1141391,MA
61536910,"430,516","12,695,850",2011-03-31,1059556,DUT
61536910,"533,045","15,719,400",2011-03-31,1059556,DUT
74271810,"2,297,128","37,291,036",2011-03-31,80424,PG
74271810,"1,249,248","20,280,000",2011-03-31,80424,PG
74271810,"384,384","6,240,000",2011-03-31,80424,PG
74271810,"384,384","6,240,000",2011-03-31,80424,PG
74271810,"48,048","780,000",2011-03-31,80424,PG
74271810,"96,096","1,560,000",2011-03-31,80424,PG
74271810,"269,500","4,375,000",2011-03-31,80424,PG
80105N10,"17,205","488,500",2011-03-31,1121404,SNY
80105N10,"102,002","2,896,133",2011-03-31,1121404,SNY
80105N10,"5,963","169,300",2011-03-31,1121404,SNY
80105N10,"17,953","509,742",2011-03-31,1121404,SNY
89102710,"5,156","77,551",2011-03-31,320335,GL
89102710,"29,898","449,728",2011-03-31,320335,GL
89102710,"110,151","1,656,900",2011-03-31,320335,GL
89102710,"42,527","639,700",2011-03-31,320335,GL
90297330,"616,012","23,307,300",2011-03-31,36104,USB
90297330,"548,920","20,768,826",2011-03-31,36104,USB
90297330,"221,087","8,365,000",2011-03-31,36104,USB
90297330,"264,300","10,000,000",2011-03-31,36104,USB
90297330,"57,459","2,174,000",2011-03-31,36104,USB
90297330,"46,120","1,745,000",2011-03-31,36104,USB
90297330,"70,814","2,679,300",2011-03-31,36104,USB
90329340,"284,423","17,072,192",2011-03-31,757011,
91131210,"106,218","1,429,200",2011-03-31,809697,UPS
93114210,"1,764,034","33,891,142",2011-03-31,104169,WMT
93114210,"218,610","4,200,000",2011-03-31,104169,WMT
93114210,"49,239","946,000",2011-03-31,104169,WMT
93964010,"391,312","894,304",2011-03-31,104889,
93964010,"64,895","148,311",2011-03-31,104889,
93964010,"283,611","648,165",2011-03-31,104889,
93964010,"16,183","36,985",2011-03-31,104889,
94974610,"1,967,681","62,052,396",2011-03-31,105598,WFC
94974610,"400,916","12,643,200",2011-03-31,105598,WFC
94974610,"1,476,442","46,560,770",2011-03-31,105598,WFC
94974610,"88,407","2,788,000",2011-03-31,105598,WFC
94974610,"31,710","1,000,000",2011-03-31,105598,WFC
94974610,"4,778,284","150,686,982",2011-03-31,105598,WFC
94974610,"51,044","1,609,720",2011-03-31,105598,WFC
94974610,"53,907","1,700,000",2011-03-31,105598,WFC
94974610,"26,002","820,000",2011-03-31,105598,WFC
94974610,"697,620","22,000,000",2011-03-31,105598,WFC
94974610,"507,360","16,000,000",2011-03-31,105598,WFC
94974610,"253,680","8,000,000",2011-03-31,105598,WFC
94974610,"85,617","2,700,000",2011-03-31,105598,WFC
94974610,"63,420","2,000,000",2011-03-31,105598,WFC
94974610,"166,478","5,250,000",2011-03-31,105598,WFC
94974610,"216,036","6,812,857",2011-03-31,105598,WFC
95081710,"2,219,641","5,703,087",2011-03-31,,
02581610,"739,314","17,225,400",2010-12-31,922812,AXP
02581610,"343,130","7,994,634",2010-12-31,922812,AXP
02581610,"5,161,382","120,255,879",2010-12-31,922812,AXP
02581610,"83,398","1,943,100",2010-12-31,922812,AXP
02581610,"60,076","1,399,713",2010-12-31,922812,AXP
02581610,"36,046","839,832",2010-12-31,922812,AXP
02581610,"83,786","1,952,142",2010-12-31,922812,AXP
06405810,"54,176","1,793,915",2010-12-31,1390777,BK
19121610,"26,308","400,000",2010-12-31,21344,KO
19121610,"116,808","1,776,000",2010-12-31,21344,KO
19121610,"473,912","7,205,600",2010-12-31,21344,KO
19121610,"2,640,113","40,141,600",2010-12-31,21344,KO
19121610,"9,204,222","139,945,600",2010-12-31,21344,KO
19121610,"601,085","9,139,200",2010-12-31,21344,KO
19121610,"31,570","480,000",2010-12-31,21344,KO
19121610,"59,982","912,000",2010-12-31,21344,KO
20033410,"10,964","1,218,199",2010-12-31,1179484,
20033410,"2,727","302,963",2010-12-31,1179484,
20033410,155,"17,215",2010-12-31,1179484,
20825C10,"1,437,566","21,109,637",2010-12-31,78214,COP
20825C10,"136,200","2,000,000",2010-12-31,78214,COP
20825C10,"408,600","6,000,000",2010-12-31,78214,COP
22160K10,"312,912","4,333,363",2010-12-31,1393231,COST
30231G10,"30,842","421,800",2010-12-31,34088,XOM
36473010,"26,260","1,740,231",2010-12-31,39899,
36960410,"142,258","7,777,900",2010-12-31,40545,GE
37733W10,"59,242","1,510,500",2010-12-31,,
G4776G10,"29,949","636,600",2010-12-31,50485,
47816010,"267,347","4,322,500",2010-12-31,200406,JNJ
47816010,"122,132","1,974,648",2010-12-31,200406,JNJ
47816010,"927,207","14,991,217",2010-12-31,200406,JNJ
47816010,"861,994","13,936,841",2010-12-31,200406,JNJ
47816010,"8,928","144,357",2010-12-31,200406,JNJ
47816010,"131,864","2,132,000",2010-12-31,200406,JNJ
47816010,"35,564","575,000",2010-12-31,200406,JNJ
47816010,"281,294","4,548,000",2010-12-31,200406,JNJ
50075N10,"1,769,743","56,164,484",2010-12-31,1103982,
50075N10,"970,202","30,790,300",2010-12-31,1103982,
50075N10,"315,100","10,000,000",2010-12-31,1103982,
50075N10,"8,186","259,800",2010-12-31,1103982,
50075N10,"252,080","8,000,000",2010-12-31,1103982,
55261F10,"405,046","4,653,026",2010-12-31,36270,MTB
55261F10,"47,529","546,000",2010-12-31,36270,MTB
55261F10,"14,345","164,795",2010-12-31,36270,MTB
61536910,"336,948","12,695,850",2010-12-31,1059556,DUT
61536910,"417,193","15,719,400",2010-12-31,1059556,DUT
74271810,"2,398,932","37,291,036",2010-12-31,80424,PG
74271810,"1,304,612","20,280,000",2010-12-31,80424,PG
74271810,"401,419","6,240,000",2010-12-31,80424,PG
74271810,"401,419","6,240,000",2010-12-31,80424,PG
74271810,"50,177","780,000",2010-12-31,80424,PG
74271810,"100,355","1,560,000",2010-12-31,80424,PG
74271810,"281,444","4,375,000",2010-12-31,80424,PG
80105N10,"15,744","488,500",2010-12-31,1121404,SNY
80105N10,"93,342","2,896,133",2010-12-31,1121404,SNY
80105N10,"5,457","169,300",2010-12-31,1121404,SNY
80105N10,"16,429","509,742",2010-12-31,1121404,SNY
89102710,"4,632","77,551",2010-12-31,320335,GL
89102710,"26,867","449,728",2010-12-31,320335,GL
89102710,"98,983","1,656,900",2010-12-31,320335,GL
89102710,"38,216","639,700",2010-12-31,320335,GL
90297330,"628,598","23,307,300",2010-12-31,36104,USB
90297330,"560,135","20,768,826",2010-12-31,36104,USB
90297330,"225,604","8,365,000",2010-12-31,36104,USB
90297330,"269,700","10,000,000",2010-12-31,36104,USB
90297330,"58,633","2,174,000",2010-12-31,36104,USB
90297330,"47,063","1,745,000",2010-12-31,36104,USB
90297330,"72,261","2,679,300",2010-12-31,36104,USB
90329340,"287,325","17,072,192",2010-12-31,757011,
91131210,"103,731","1,429,200",2010-12-31,809697,UPS
93114210,"1,827,749","33,891,142",2010-12-31,104169,WMT
93114210,"226,506","4,200,000",2010-12-31,104169,WMT
93114210,"51,018","946,000",2010-12-31,104169,WMT
93964010,"393,047","894,304",2010-12-31,104889,
93964010,"65,183","148,311",2010-12-31,104889,
93964010,"284,869","648,165",2010-12-31,104889,
93964010,"16,255","36,985",2010-12-31,104889,
94974610,"1,923,004","62,052,396",2010-12-31,105598,WFC
94974610,"391,813","12,643,200",2010-12-31,105598,WFC
94974610,"1,442,918","46,560,770",2010-12-31,105598,WFC
94974610,"86,400","2,788,000",2010-12-31,105598,WFC
94974610,"30,990","1,000,000",2010-12-31,105598,WFC
94974610,"4,669,790","150,686,982",2010-12-31,105598,WFC
94974610,"49,885","1,609,720",2010-12-31,105598,WFC
94974610,"52,683","1,700,000",2010-12-31,105598,WFC
94974610,"25,412","820,000",2010-12-31,105598,WFC
94974610,"681,780","22,000,000",2010-12-31,105598,WFC
94974610,"495,840","16,000,000",2010-12-31,105598,WFC
94974610,"247,920","8,000,000",2010-12-31,105598,WFC
94974610,"83,673","2,700,000",2010-12-31,105598,WFC
94974610,"61,980","2,000,000",2010-12-31,105598,WFC
94974610,"162,697","5,250,000",2010-12-31,105598,WFC
94974610,"211,130","6,812,857",2010-12-31,105598,WFC
95081710,"2,101,074","5,703,087",2010-12-31,,
02581610,"723,984","17,225,400",2010-09-30,922812,AXP
02581610,"336,014","7,994,634",2010-09-30,922812,AXP
02581610,"5,054,355","120,255,879",2010-09-30,922812,AXP
02581610,"81,668","1,943,100",2010-09-30,922812,AXP
02581610,"58,830","1,399,713",2010-09-30,922812,AXP
02581610,"35,298","839,832",2010-09-30,922812,AXP
02581610,"82,048","1,952,142",2010-09-30,922812,AXP
06050510,"65,512","5,000,000",2010-09-30,70858,BAC
06405810,"52,070","1,992,759",2010-09-30,1390777,BK
07588710,"140,041","1,889,889",2010-09-30,10795,BDX
19121610,"23,408","400,000",2010-09-30,21344,KO
19121610,"103,932","1,776,000",2010-09-30,21344,KO
19121610,"421,672","7,205,600",2010-09-30,21344,KO
19121610,"2,349,086","40,141,600",2010-09-30,21344,KO
19121610,"8,189,617","139,945,600",2010-09-30,21344,KO
19121610,"534,826","9,139,200",2010-09-30,21344,KO
19121610,"28,090","480,000",2010-09-30,21344,KO
19121610,"53,370","912,000",2010-09-30,21344,KO
20030N20,"3,179","186,897",2010-09-30,22301,
20033410,"10,964","1,218,199",2010-09-30,1179484,
20033410,"2,727","302,963",2010-09-30,1179484,
20033410,155,"17,215",2010-09-30,1179484,
20825C10,"1,212,326","21,109,637",2010-09-30,78214,COP
20825C10,"114,860","2,000,000",2010-09-30,78214,COP
20825C10,"344,580","6,000,000",2010-09-30,78214,COP
22160K10,"279,459","4,333,363",2010-09-30,1393231,COST
30231G10,"26,063","421,800",2010-09-30,34088,XOM
33773810,"210,479","3,910,800",2010-09-30,798354,FI
36473010,"21,283","1,740,231",2010-09-30,39899,
36960410,"126,391","7,777,900",2010-09-30,40545,GE
37733W10,"59,695","1,510,500",2010-09-30,,
G4776G10,"22,712","636,600",2010-09-30,50485,
47816010,"267,822","4,322,500",2010-09-30,200406,JNJ
47816010,"122,349","1,974,648",2010-09-30,200406,JNJ
47816010,"928,856","14,991,217",2010-09-30,200406,JNJ
47816010,"863,527","13,936,841",2010-09-30,200406,JNJ
47816010,"8,944","144,357",2010-09-30,200406,JNJ
47816010,"132,099","2,132,000",2010-09-30,200406,JNJ
47816010,"35,627","575,000",2010-09-30,200406,JNJ
47816010,"281,794","4,548,000",2010-09-30,200406,JNJ
50075N10,"1,733,236","56,164,484",2010-09-30,1103982,
50075N10,"950,189","30,790,300",2010-09-30,1103982,
50075N10,"308,600","10,000,000",2010-09-30,1103982,
50075N10,"8,017","259,800",2010-09-30,1103982,
50075N10,"246,880","8,000,000",2010-09-30,1103982,
54866110,"144,885","6,500,000",2010-09-30,60667,LOW
55261F10,"380,664","4,653,026",2010-09-30,36270,MTB
55261F10,"44,668","546,000",2010-09-30,36270,MTB
55261F10,"13,482","164,795",2010-09-30,36270,MTB
